nateam,birth_date,birth_country_isoCode,birth_country,player_name,player_id,normal_position
netherlands,1987-09-13,ca,canada,jonathan de guzmán,4657,m
netherlands,1983-10-20,nl,netherlands,michel vorm,4398,g
israel,1987-02-22,il,israel,itay shechter,4660,f
spain,1982-11-28,es,spain,angel rangel,4405,d
england,1982-09-16,gb-eng,england,leon britton,2152,m
england,1979-03-06,gb-eng,england,garry monk,1620,d
spain,1985-04-11,es,spain,pablo hernández,4654,m
england,1991-05-22,gb-eng,england,kyle bartley,3312,d
wales,1989-02-07,gb-wls,wales,neil taylor,4402,d
england,1986-02-13,gb-eng,england,luke moore,2424,f
germany,1978-11-16,de,germany,gerhard tremmel,4401,g
england,1987-11-29,gb-eng,england,nathan dyer,2341,m
curacao,1986-08-20,an,curacao,kemy agustien,4414,m
northern ireland,1992-02-18,gb-nir,northern ireland,rory donnelly,4424,f
new zealand,1988-07-03,nz,new zealand,winston reid,4209,d
england,1989-12-15,gb-eng,england,aaron cresswell,8897,d
argentina,1993-09-23,ar,argentina,jonathan calleri,19859,f
spain,1987-01-03,es,spain,adrián,4852,g
argentina,1993-02-15,ar,argentina,manuel lanzini,13872,m
ghana,1989-12-17,fr,france,andré ayew,5594,f
wales,1983-08-23,gb-wls,wales,james collins,3010,d
england,1993-09-16,gb-eng,england,sam byram,8945,d
switzerland,1996-04-15,ch,switzerland,edimilson fernandes,15759,m
norway,1990-06-21,no,norway,håvard nordtveit,3316,m
algeria,1989-12-26,fr,france,sofiane feghouli,7564,m
england,1995-10-02,gb-eng,england,ashley fletcher,13145,f
italy,1988-05-23,it,italy,angelo ogbonna,5514,d
england,1999-01-14,gb-eng,england,declan rice,15202,m
ireland,1987-05-12,ie,ireland,darren randolph,2216,g
portugal,1999-11-18,gw,guinea-bissau,domingos quina,19678,m
brazil,1992-06-12,br,brazil,philippe coutinho,4525,m
germany,1994-01-12,de,germany,emre can,5001,m
netherlands,1990-11-11,nl,netherlands,georginio wijnaldum,7114,m
belgium,1995-04-18,be,belgium,divock origi,10465,f
england,1988-05-10,gb-eng,england,adam lallana,4618,m
croatia,1989-07-05,ba,bosnia & herzegovina,dejan lovren,4813,d
england,1989-09-01,gb-eng,england,daniel sturridge,3154,f
cameroon,1991-08-08,de,germany,joël matip,5375,d
estonia,1985-10-30,ee,estonia,ragnar klavan,15608,d
serbia,1996-04-13,rs,serbia,marko grujic,13985,m
brazil,1987-01-09,br,brazil,lucas leiva,3137,m
germany,1993-06-22,de,germany,loris karius,19600,g
england,1998-10-07,gb-eng,england,trent alexander-arnold,14732,d
spain,1992-07-05,es,spain,alberto moreno,7219,d
wales,1999-10-15,gb-wls,wales,ben woodburn,14758,m
united states,1969-02-27,us,united states,juergen sommer,1090,g
england,1961-11-07,gb-eng,england,mark hateley,1127,f
england,1975-10-23,gb-eng,england,trevor challis,948,d
england,1963-03-12,gb-eng,england,ian holloway,446,d
england,1972-01-19,gb-eng,england,simon osborn,626,m
northern ireland,1963-10-12,gb-nir,northern ireland,alan mcdonald,451,d
england,1972-08-14,gb-eng,england,karl ready,444,d
england,1975-09-21,gb-eng,england,kevin gallen,951,f
england,1964-04-08,gb-eng,england,john mcginlay,1023,f
ireland,1966-07-10,gb-eng,england,keith branagan,1008,g
northern ireland,1970-10-18,gb-nir,northern ireland,gerry taggart,1014,d
england,1970-01-15,gb-eng,england,scott green,1016,d
serbia,1972-02-14,rs,serbia,sasa curcic,1020,m
england,1964-04-12,gb-eng,england,chris fairclough,234,d
england,1965-11-27,gb-eng,england,scott sellars,631,m
england,1966-02-08,gb-eng,england,jimmy phillips,355,m
netherlands,1972-07-28,sr,suriname,fabian de freitas,1025,f
scotland,1972-02-01,gb-sct,scotland,steve mcanespie,1011,d
hungary,1983-05-03,hu,hungary,marton fülöp,2798,g
france,1980-01-06,fr,france,steed malbranque,2078,m
scotland,1985-06-28,gb-sct,scotland,phil bardsley,2517,d
england,1982-01-12,gb-eng,england,dean whitehead,2980,m
wales,1980-08-06,gb-wls,wales,danny collins,2976,d
ireland,1982-07-29,ie,ireland,andy reid,2812,m
northern ireland,1981-04-29,gb-nir,northern ireland,george mccartney,1756,d
france,1981-08-12,fr,france,djibril cissé,2723,f
england,1985-02-18,gb-eng,england,anton ferdinand,2393,d
trinidad & tobago,1984-10-05,tt,trinidad & tobago,kenwyne jones,2796,f
trinidad & tobago,1978-10-24,tt,trinidad & tobago,carlos edwards,3497,m
scotland,1982-12-31,gb-sct,scotland,craig gordon,3488,g
england,1983-01-01,gb-eng,england,calum davenport,1868,d
northern ireland,1979-08-05,gb-nir,northern ireland,david healy,1724,f
ireland,1983-03-15,ie,ireland,daryl murphy,2985,f
england,1986-01-07,gb-eng,england,grant leadbitter,2982,m
israel,1982-03-31,il,israel,tal ben haim,2645,d
senegal,1977-02-10,sn,senegal,salif diao,2285,m
jamaica,1979-10-31,jm,jamaica,ricardo fuller,2787,f
england,1984-08-06,gb-eng,england,andy wilkinson,3702,d
denmark,1976-06-12,dk,denmark,thomas sørensen,1751,g
england,1987-10-04,gb-eng,england,ryan shawcross,3158,d
ireland,1984-01-13,ie,ireland,glenn whelan,2299,m
senegal,1978-02-26,sn,senegal,abdoulaye diagne-faye,2878,d
england,1981-08-14,gb-eng,england,matthew etherington,1772,m
ireland,1983-09-06,ie,ireland,stephen kelly,1974,d
england,1978-02-27,gb-eng,england,james beattie,1005,f
england,1977-09-20,gb-eng,england,richard cresswell,1449,m
england,1982-10-19,gb-eng,england,danny pugh,2307,m
england,1980-01-21,gb-eng,england,dave kitson,3207,f
england,1979-04-03,gb-eng,england,steve simonsen,1554,g
ireland,1981-12-14,ie,ireland,liam lawrence,2981,m
senegal,1981-01-22,sn,senegal,ibrahima sonko,3193,d
nigeria,1980-06-12,ng,nigeria,seyi olofinjana,3705,m
england,1969-02-05,gb-eng,england,andy hinchcliffe,179,d
wales,1962-05-18,gb-wls,wales,barry horne,186,m
england,1968-06-10,gb-eng,england,john polston,372,d
england,1975-06-10,gb-eng,england,darren eadie,384,m
england,1971-10-11,gb-eng,england,robert ullathorne,733,d
england,1970-11-24,gb-eng,england,ashley ward,932,f
england,1971-09-11,gb-eng,england,daryl sutch,373,d
england,1967-02-20,gb-eng,england,mike milligan,429,m
england,1970-09-06,gb-eng,england,jon newsome,231,d
england,1975-04-14,gb-eng,england,andy marshall,730,g
wales,1963-12-07,gb-wls,wales,mark bowen,376,d
england,1963-01-18,gb-eng,england,ian crook,382,m
england,1965-11-23,gb-eng,england,neil adams,430,m
wales,1965-05-11,gb-wls,wales,jeremy goss,383,m
england,1990-06-17,gb-eng,england,jordan henderson,3712,m
wales,1990-03-14,gb-wls,wales,joe allen,4413,m
slovakia,1984-12-15,sk,slovakia,martin skrtel,3404,d
england,1994-12-08,jm,jamaica,raheem sterling,4316,f
italy,1990-08-12,it,italy,mario balotelli,4152,f
england,1984-08-23,gb-eng,england,glen johnson,2148,d
wales,1993-06-22,gb-wls,wales,danny ward,4522,g
wales,1995-11-06,gb-wls,wales,mj williams,10464,d
cote d’ivoire,1981-03-19,ci,cote d’ivoire,kolo touré,2002,d
serbia,1994-03-02,rs,serbia,lazar markovic,5078,m
england,1982-02-16,gb-eng,england,rickie lambert,4627,f
england,1986-04-15,gb-eng,england,tom heaton,2933,g
canada,1988-11-01,gb-sct,scotland,scott arfield,8242,m
england,1993-01-11,gb-eng,england,michael keane,4333,d
england,1986-01-24,gb-eng,england,michael kightly,2579,m
scotland,1985-10-02,gb-sct,scotland,george boyd,4788,m
england,1989-09-21,gb-eng,england,ben mee,3909,d
england,1989-10-30,gb-eng,england,ashley barnes,8246,f
england,1983-09-27,gb-eng,england,jason shackell,2766,d
england,1992-07-23,gb-eng,england,danny ings,8245,f
england,1990-09-19,gb-eng,england,kieran trippier,3905,d
scotland,1982-06-04,gb-sct,scotland,matthew gilks,4061,g
ireland,1981-03-10,ie,ireland,steven reid,2435,m
ireland,1985-08-20,ie,ireland,stephen ward,3999,d
wales,1989-10-21,gb-wls,wales,sam vokes,4007,f
england,1989-03-28,gb-eng,england,lukas jutkiewicz,3392,f
scotland,1985-05-23,gb-sct,scotland,ross wallace,3498,m
northern ireland,1978-01-11,gb-nir,northern ireland,michael duff,3835,d
wales,1981-10-11,gb-wls,wales,sam ricketts,3623,d
england,1987-02-14,gb-eng,england,david wheater,2749,d
iceland,1982-01-09,is,iceland,grétar steinsson,3349,d
england,1988-02-18,gb-eng,england,mark davies,2583,m
england,1985-11-19,gb-eng,england,chris eagles,2524,m
france,1989-04-01,fr,france,david n'gog,3650,f
england,1988-04-06,gb-eng,england,fabrice muamba,2841,m
hungary,1987-09-27,hu,hungary,ádám bogdán,3348,g
bulgaria,1979-01-15,bg,bulgaria,martin petrov,3435,m
scotland,1991-01-06,gb-sct,scotland,michael o'halloran,4096,f
belgium,1990-11-28,be,belgium,dedryck boyata,3908,d
england,1991-10-13,gb-eng,england,joe riley,4278,d
england,1985-04-22,gb-eng,england,darren pratley,2471,m
england,1977-03-26,gb-eng,england,kevin davies,1249,f
turkey,1982-01-16,tr,turkey,tuncay sanli,3461,f
england,1993-03-31,gb-eng,england,jay lynch,4274,g
scotland,1985-12-10,gb-sct,scotland,charlie adam,4081,m
wales,1979-07-13,gb-wls,wales,craig bellamy,1869,f
spain,1982-08-31,es,spain,pepe reina,2911,g
argentina,1981-01-02,ar,argentina,maxi rodríguez,3903,m
england,1980-05-30,gb-eng,england,steven gerrard,1575,m
denmark,1984-12-12,dk,denmark,daniel agger,2916,d
netherlands,1980-07-22,nl,netherlands,dirk kuyt,3135,m
uruguay,1990-10-07,uy,uruguay,sebastián coates,4313,d
england,1992-02-27,gb-eng,england,jonjo shelvey,4135,m
brazil,1979-10-22,br,brazil,doni,4312,g
england,1990-04-27,gb-eng,england,martin kelly,3644,d
england,1978-01-28,gb-eng,england,jamie carragher,915,d
england,1979-10-13,gb-eng,england,wes brown,1211,d
england,1975-01-21,gb-eng,england,nicky butt,332,m
england,1977-01-21,gb-eng,england,phil neville,921,d
england,1980-11-18,gb-eng,england,luke chadwick,1723,m
england,1976-10-30,gb-eng,england,mark summerbell,1075,m
england,1967-10-13,gb-eng,england,steve vickers,1070,d
england,1975-12-12,gb-eng,england,phil stamp,359,m
croatia,1970-01-31,hr,croatia,alen boksic,1951,f
france,1999-02-22,fr,france,yan valery,15011,d
england,1994-03-06,gb-eng,england,nathan redmond,3811,m
poland,1996-04-12,pl,poland,jan bednarek,19589,d
england,1996-01-22,gb-eng,england,angus gunn,15269,g
england,1994-01-27,gb-eng,england,jack stephens,4612,d
denmark,1995-08-05,dk,denmark,pierre-emile højbjerg,5272,m
spain,1991-09-24,es,spain,oriol romeu,4286,m
england,1997-10-07,gb-eng,england,alfie jones,15007,d
scotland,1992-03-30,gb-sct,scotland,stuart armstrong,12186,m
england,1989-07-05,gb-eng,england,charlie austin,9468,f
gabon,1993-09-01,ga,gabon,mario lemina,5583,m
england,1997-03-28,gb-eng,england,josh sims,15374,m
slovenia,1996-01-14,si,slovenia,jon gorenc-stankovic,11134,d
australia,1990-09-15,au,australia,aaron mooy,19619,m
germany,1990-04-29,de,germany,christopher schindler,19607,d
england,1997-09-18,gb-eng,england,karlan grant,10654,f
england,1988-12-06,gb-eng,england,jonathan hogg,3801,m
england,1995-09-26,gb-eng,england,joel coleman,9293,g
england,1993-05-03,gb-eng,england,alex pritchard,4433,m
netherlands,1994-02-14,ch,switzerland,terence kongolo,12359,d
curacao,1997-08-07,nl,netherlands,juninho bacuna,15687,m
belgium,1996-03-08,be,belgium,isaac mbenza,20646,m
england,1992-04-14,gb-eng,england,tommy smith,8878,d
dr congo,1992-04-22,de,germany,elias kachunga,19611,f
england,2001-03-10,gb-eng,england,matty daly,64147,m
benin,1994-09-29,bj,benin,steve mounié,22570,f
denmark,1989-02-01,dk,denmark,jonas lössl,12444,g
england,1998-10-13,gb-eng,england,demeaco duhaney,14771,d
france,1996-07-05,fr,france,adama diakhaby,24253,f
england,2000-09-07,gb-eng,england,aaron rowe,30533,m
northern ireland,1977-09-30,gb-nir,northern ireland,roy carroll,2112,g
england,1985-10-24,gb-eng,england,wayne rooney,2064,f
argentina,1978-04-19,ar,argentina,gabriel heinze,2736,d
portugal,1985-02-05,pt,portugal,cristiano ronaldo,2522,m
france,1978-08-08,fr,france,louis saha,1598,f
south africa,1977-05-21,za,south africa,quinton fortune,1718,d
ireland,1981-02-13,ie,ireland,liam miller,2740,m
england,1983-01-15,gb-eng,england,jermaine pennant,1495,m
uruguay,1976-04-27,uy,uruguay,walter pandiani,2630,f
netherlands,1976-11-04,nl,netherlands,mario melchiot,1677,d
england,1979-11-09,gb-eng,england,martin taylor,1331,d
england,1976-03-04,gb-eng,england,robbie blake,1673,f
northern ireland,1978-11-18,gb-nir,northern ireland,damien johnson,1336,m
tunisia,1978-11-28,fr,france,mehdi nafti,2625,m
england,1975-12-07,gb-eng,england,jamie clapham,960,d
england,1979-09-21,gb-eng,england,julian gray,1133,m
northern ireland,1971-09-04,gb-nir,northern ireland,maik taylor,1242,g
england,1983-12-18,gb-eng,england,darren carter,2191,m
cote d’ivoire,1975-12-19,ci,cote d’ivoire,olivier tebily,2184,d
ireland,1979-05-14,ie,ireland,clinton morrison,1384,f
england,1985-03-15,gb-eng,england,curtis davies,2997,d
scotland,1994-03-11,gb-sct,scotland,andrew robertson,10458,d
uruguay,1990-08-08,uy,uruguay,abel hernández,10460,f
croatia,1985-08-27,ba,bosnia & herzegovina,nikica jelavic,4296,f
england,1989-11-14,gb-eng,england,jake livermore,3244,m
wales,1989-01-23,gb-eng,england,james chester,2936,d
ireland,1992-01-14,ie,ireland,robbie brady,4158,m
france,1987-03-07,fr,france,hatem ben arfa,4171,m
switzerland,1984-10-02,ch,switzerland,eldin jakupovic,4786,g
northern ireland,1984-09-28,gb-eng,england,alex bruce,2624,d
uruguay,1990-12-02,uy,uruguay,gastón ramírez,4616,m
ireland,1986-04-01,ie,ireland,stephen quinn,3225,m
australia,1984-08-03,au,australia,mile jedinak,4766,m
wales,1987-01-23,gb-wls,wales,joe ledley,6047,m
argentina,1979-05-18,ar,argentina,julian speroni,2664,g
england,1989-10-29,gb-eng,england,joel ward,3929,d
ireland,1981-07-20,ie,ireland,damien delaney,1911,d
england,1986-06-18,gb-eng,england,jason david ian puncheon,4084,m
england,1987-09-13,gb-eng,england,fraizer campbell,2945,f
england,1987-02-14,gb-eng,england,scott dann,3807,d
dr congo,1989-05-24,fr,france,yannick bolasie,4763,m
wales,1987-01-24,gb-wls,wales,wayne hennessey,2569,g
ireland,1983-09-18,ie,ireland,kevin doyle,3205,f
algeria,1985-11-12,fr,france,adlène guédioura,4004,m
england,1989-10-17,gb-eng,england,dwight gayle,4771,f
jamaica,1986-10-03,gb-eng,england,adrian mariappa,3251,d
morocco,1984-01-10,ma,morocco,marouane chamakh,4039,f
cote d’ivoire,1992-11-10,ci,cote d’ivoire,wilfried zaha,4539,f
cote d’ivoire,1980-12-14,ci,cote d’ivoire,didier zokora,3243,m
england,1986-09-25,gb-eng,england,jamie o'hara,2994,m
croatia,1986-02-05,bosnia and herzegovina,croatia,vedran corluka,3426,d
brazil,1981-02-15,br,brazil,heurelho gomes,3719,g
england,1980-01-22,gb-eng,england,jonathan woodgate,1565,d
croatia,1985-09-09,hr,croatia,luka modric,3723,m
england,1984-02-06,gb-eng,england,darren bent,2098,f
morocco,1989-05-24,ma,morocco,adel taarabt,3241,m
senegal,1989-10-08,fr,france,armand traore,2835,d
england,1985-05-02,gb-eng,england,david nugent,3478,f
england,1970-08-01,gb-eng,england,david james,252,g
england,1979-09-20,gb-eng,england,sean davis,2080,m
algeria,1982-06-18,fr,france,nadir belhadj,3695,d
iceland,1974-07-11,is,iceland,hermann hreidarsson,1371,d
bosnia & herzegovina,1987-06-20,ba,bosnia & herzegovina,asmir begovic,2537,g
nigeria,1982-01-08,ng,nigeria,john utaka,3473,m
england,1975-10-15,gb-eng,england,glen little,868,m
ireland,1987-08-17,gb-nir,northern ireland,marc wilson,3471,d
france,1979-04-14,fr,france,noé pamarot,2802,d
scotland,1986-05-25,gb-sct,scotland,james morrison,2529,m
france,1981-07-02,fr,france,marc-antoine fortuné,3754,f
dr congo,1987-01-25,cd,dr congo,youssouf mulumbu,3751,m
scotland,1987-05-05,gb-sct,scotland,graham dorrans,3746,m
argentina,1987-07-18,ar,argentina,claudio yacob,4673,m
england,1983-04-03,gb-eng,england,ben foster,2932,g
northern ireland,1979-12-05,gb-nir,northern ireland,gareth mcauley,4437,d
sweden,1983-03-10,se,sweden,jonas olsson,3734,d
england,1990-05-06,gb-eng,england,craig dawson,4198,d
england,1987-03-24,gb-eng,england,billy jones,4438,d
wales,1982-11-09,gb-wls,wales,boaz myhill,2011,g
nigeria,1981-07-15,uz,uzbekistan,peter odemwingie,4204,f
northern ireland,1984-12-14,gb-nir,northern ireland,chris brunt,3744,m
sweden,1982-09-27,se,sweden,markus rosenberg,4675,f
scotland,1986-09-14,gb-sct,scotland,steven naismith,4510,f
england,1981-05-17,gb-eng,england,leon osman,1887,m
england,1984-12-11,gb-eng,england,leighton baines,3030,d
belgium,1987-11-22,be,belgium,marouane fellaini,3604,m
england,1982-08-17,gb-eng,england,phil jagielka,3222,d
ireland,1987-10-25,ie,ireland,darron gibson,2942,m
united states,1979-03-06,us,united states,tim howard,2516,g
south africa,1982-03-17,za,south africa,steven pienaar,3388,m
nigeria,1988-04-23,ng,nigeria,victor anichebe,2905,f
england,1981-02-20,gb-eng,england,tony hibbert,1881,d
belgium,1987-10-05,be,belgium,kevin mirallas,4507,m
senegal,1990-07-06,fr,france,magaye gueye,4117,f
netherlands,1983-11-15,nl,netherlands,john heitinga,3867,d
slovakia,1982-12-05,sk,slovakia,ján mucha,4110,g
ireland,1988-10-11,ie,ireland,séamus coleman,3600,d
spain,1990-12-28,es,spain,marcos alonso,4093,d
france,1991-03-29,fr,france,n'golo kanté,13492,m
spain,1987-07-28,es,spain,pedro,4972,f
brazil,1987-04-22,br,brazil,david luiz,4100,d
belgium,1993-10-02,be,belgium,michy batshuayi,7450,f
netherlands,1995-02-18,nl,netherlands,nathan aké,4499,d
england,1996-01-23,gb-eng,england,ruben loftus-cheek,5179,m
england,1994-05-28,gb-eng,england,john stones,4505,d
belgium,1991-06-28,be,belgium,kevin de bruyne,4288,m
argentina,1981-09-28,ar,argentina,willy caballero,10466,g
brazil,1985-05-04,br,brazil,fernandinho,4804,m
spain,1985-11-21,es,spain,jesús navas,4803,m
england,1989-11-21,gb-eng,england,fabian delph,3799,m
germany,1996-01-11,de,germany,leroy sané,5384,f
belgium,1986-04-10,be,belgium,vincent kompany,3653,F
brazil,1987-07-25,br,brazil,fernando,5344,m
spain,1986-10-15,es,spain,nolito,19604,f
chile,1983-04-13,cl,chile,claudio bravo,5810,g
france,1973-08-07,fr,france,florent laville,2205,d
england,1973-02-25,gb-eng,england,anthony barness,104,d
wales,1979-10-23,gb-wls,wales,simon davies,1775,m
serbia,1973-02-17,rs,serbia,goran bunjevcevic,2144,d
united states,1969-11-29,us,united states,kasey keller,1193,g
argentina,1973-03-10,ar,argentina,mauricio taricco,880,d
ireland,1976-08-29,ie,ireland,stephen carr,776,d
uruguay,1967-11-15,uy,uruguay,gustavo poyet,1355,m
ireland,1980-01-31,ie,ireland,gary doherty,1770,d
england,1989-06-25,gb-eng,england,jack cork,2889,m
new zealand,1991-12-07,nz,new zealand,chris wood,3756,f
czech republic,1992-05-01,cz,czech republic,matej vydra,4851,m
england,1989-06-09,gb-eng,england,matthew lowton,4487,d
england,1992-11-19,gb-eng,england,james tarkowski,8143,d
england,1995-12-19,gb-eng,england,josh brownhill,9457,m
northern ireland,1996-10-29,gb-nir,northern ireland,bailey peacock-farrell,13485,g
england,1993-09-18,gb-eng,england,charlie taylor,8691,d
england,1990-04-01,gb-eng,england,ashley westwood,4489,m
england,1999-11-22,gb-eng,england,dwight mcneil,24797,m
england,1993-08-12,gb-eng,england,will norris,8293,g
england,2003-02-07,gb-eng,england,lewis richardson,67198,m
ireland,1997-10-19,ie,ireland,jimmy dunne,14829,d
iceland,1990-10-27,is,iceland,jóhann gudmundsson,6210,m
england,1998-09-06,gb-eng,england,richard nartey,14577,d
netherlands,1988-08-07,nl,netherlands,erik pieters,4821,d
england,1989-01-29,gb-eng,england,jay rodríguez,3851,f
france,2000-03-02,fr,france,illan meslier,66378,g
spain,1993-08-16,es,spain,diego llorente,5790,d
england,1993-09-05,gb-eng,england,patrick bamford,4291,f
netherlands,1999-08-11,nl,netherlands,pascal struijk,33124,d
